customer_id,full_name,age,gender,country,city,occupation,annual_income,account_age_days,kyc_status,pep_flag,sanctions_flag,onboarding_date,risk_category,email,phone_number,customer_age_group,kyc_risk_flag
CUST-689318,Kevin Martinez,52,Male,JO,Kevinshire,Medical laboratory scientific officer,13359.0,3035,Verified,0,0,2018-01-25,Medium,jacob22@example.com,001-810-222-2423x7204,46-65,0
CUST-205428,Matthew White,35,Male,CH,Port Danaport,Probation officer,81311.0,647,Verified,0,0,2024-08-09,Low,ucox@example.net,+1-788-451-4643x034,26-45,0
CUST-162036,John Wilson,29,Other,DE,West Nicolehaven,Curator,30689.0,2192,Pending,0,0,2020-05-17,Medium,jared97@example.net,001-363-375-6228x045,26-45,1
CUST-976822,Justin Mcdonald,68,Female,UA,South Donaldstad,"Teacher, early years/pre",9567.0,3068,Rejected,0,0,2017-12-23,Low,dbaldwin@example.com,+1-748-531-5535,65+,1
CUST-576419,John Martin,85,Female,NL,New Diana,Office manager,34877.0,550,Expired,0,0,2024-11-14,Low,nicolecarey@example.com,745-879-0256x661,65+,0
CUST-114768,Stacy Jones,61,Female,DE,Heatherborough,Dealer,11133.0,3102,Verified,0,0,2017-11-19,Low,reyeszachary@example.com,7435860560,46-65,0
CUST-293757,Raymond Morrison,35,Female,GB,Seanfort,"Engineer, biomedical",38214.0,1017,Verified,0,0,2023-08-05,Low,udennis@example.net,6973498432,26-45,0
CUST-785436,Michael Cortez,64,Other,US,North George,"Programmer, systems",49563.0,2736,Verified,0,0,2018-11-20,Medium,christina88@example.org,(796)379-7563,46-65,0
CUST-769737,David Perez,55,Female,FR,Port Margaretside,Early years teacher,12400.0,898,Rejected,0,0,2023-12-02,Medium,rkeith@example.com,(315)661-4069,46-65,1
CUST-940952,Scott Williams,45,Male,FR,Stuartside,Magazine journalist,43233.0,2441,Expired,0,0,2019-09-11,Low,lvalencia@example.org,(832)695-6857,26-45,0
CUST-630041,Natalie Jackson,43,Other,DE,Martinezborough,Artist,29405.0,674,Verified,0,0,2024-07-13,Low,nicole14@example.com,001-716-674-7504x570,26-45,0
CUST-158338,Mark Anderson,76,Male,AU,West Chad,Armed forces operational officer,39161.0,1872,Verified,0,0,2021-04-02,Low,brookschristian@example.org,200.874.3245x11268,65+,0
CUST-706403,Sarah Medina,27,Male,CA,Howardtown,"Embryologist, clinical",83096.0,2869,Verified,1,0,2018-07-10,Medium,ruizmelissa@example.org,947.419.2019x7532,26-45,0
CUST-242007,Cathy Ford,71,Female,CH,New Joycefurt,Public relations account executive,18550.0,1567,Verified,0,0,2022-02-01,Low,ibeck@example.org,(213)242-1957x65394,65+,0
CUST-464663,Michael Cross,33,Male,CH,Cainborough,"Editor, commissioning",12995.0,1610,Verified,0,0,2021-12-20,Low,sharonwerner@example.org,968.441.7433,26-45,0
CUST-544730,Tammy Holmes,66,Male,US,Lake Samuelport,Gaffer,11817.0,1418,Verified,0,0,2022-06-30,Low,katherinethomas@example.net,+1-940-555-7951x013,65+,0
CUST-116405,Robin Jones,48,Male,PK,New Erica,"Scientist, product/process development",12443.0,2433,Verified,0,0,2019-09-19,Low,kelly43@example.com,839.844.3925,46-65,0
CUST-891030,Steven Alvarado,25,Male,AU,Colonland,Production engineer,20869.0,1185,Verified,0,0,2023-02-18,Medium,jamesjimenez@example.com,001-685-663-5795x9607,18-25,0
CUST-250219,Johnny Medina,84,Male,CA,Pamelabury,Tour manager,27967.0,1128,Verified,0,0,2023-04-16,Low,kevin14@example.org,+1-803-613-9180x0340,65+,0
CUST-774565,Bobby Howard,66,Other,GB,Lake Katherineside,Research scientist (physical sciences),26733.0,1706,Verified,0,0,2021-09-15,Medium,danielle99@example.net,001-998-829-9161x783,65+,0
CUST-944917,Brian Campos,77,Male,DE,Brianborough,Prison officer,39301.0,1707,Verified,0,0,2021-09-14,Low,qmurphy@example.org,+1-945-341-6368x40732,65+,0
CUST-661654,Patricia Graves,42,Male,US,New Jonathan,Dancer,22227.0,2760,Verified,0,0,2018-10-27,Medium,debbie76@example.com,001-646-773-8256x7669,26-45,0
CUST-449138,Adrian Stout,56,Male,US,West Noahfort,Community education officer,60929.0,779,Rejected,0,1,2024-03-30,High,meganleonard@example.org,269.744.0191x33223,46-65,1
CUST-350956,Kylie Benjamin,59,Female,CA,North Kyle,Minerals surveyor,18301.0,2186,Verified,0,0,2020-05-23,Low,fcooke@example.com,405.691.2976,46-65,0
CUST-435788,Kelli Martin,44,Female,GB,South Gina,Operational researcher,147874.0,188,Verified,0,0,2025-11-11,Low,powersamy@example.com,7278235245,26-45,0
CUST-305721,Emily Douglas,60,Male,CA,Lake Isaiahberg,Agricultural consultant,34131.0,3414,Verified,0,0,2017-01-11,Low,jross@example.net,(919)838-5553x781,46-65,0
CUST-614426,Austin Taylor,76,Male,JP,West Robertchester,"Horticulturist, commercial",12088.0,1443,Verified,0,0,2022-06-05,Medium,rodriguezbrianna@example.net,6125230651,65+,0
CUST-177941,Mark Klein,24,Male,CA,New Michael,Insurance underwriter,10408.0,3452,Verified,0,0,2016-12-04,Low,laurengoodwin@example.net,(800)570-2918x87351,18-25,0
CUST-746467,Matthew Hoover,79,Other,AU,Austinview,Dancer,30875.0,28,Verified,0,0,2026-04-20,Low,ryanshields@example.com,(559)549-6471x54299,65+,0
CUST-551488,Kathy Costa,40,Male,NL,Ramosview,"Administrator, charities/voluntary organisations",18836.0,2148,Verified,0,0,2020-06-30,Low,knappjerry@example.com,366.588.9794x952,26-45,0
CUST-692447,David Foley,49,Other,US,South Anthonyshire,Education administrator,36308.0,2802,Pending,0,0,2018-09-15,Medium,berrywilliam@example.org,+1-252-769-6932,46-65,1
CUST-109909,Jennifer Roy,39,Male,AU,North Philipton,Geophysical data processor,30676.0,1778,Verified,0,0,2021-07-05,Low,ramirezkevin@example.net,(865)779-8555x387,26-45,0
CUST-825916,Destiny Wilson,78,Female,NG,West Michaelton,Occupational therapist,20931.0,305,Verified,0,0,2025-07-17,Low,pereznicole@example.net,860-732-2993x43067,65+,0
CUST-251195,Kelly Mccarty,68,Male,GB,Port Tyler,Chief Strategy Officer,12176.0,2310,Verified,0,0,2020-01-20,Medium,stephen70@example.net,001-232-885-4801x35087,65+,0
CUST-859340,Charles Esparza,28,Other,JP,North Robertshire,Trade mark attorney,7628.0,1417,Verified,0,0,2022-07-01,Low,erikmorris@example.com,+1-408-473-3172,26-45,0
CUST-442230,Jerry Newman,21,Other,US,Burnsfurt,Bookseller,16113.0,1846,Verified,0,0,2021-04-28,Low,ryan99@example.org,6295035966,18-25,0
CUST-409727,CATHY ANDERSON,49,Other,PK,New Dennis,Exhibition designer,40113.0,1098,Verified,0,0,2023-05-16,Medium,brett04@example.net,4708157311,46-65,0
CUST-477400,Christopher Sullivan Jr.,52,Male,LB,East Justinfort,"Engineer, production",25587.0,768,Verified,0,0,2024-04-10,Low,xhenderson@example.net,3556895687,46-65,0
CUST-440189,Carl Hammond,67,Male,GB,North Kyle,Dispensing optician,9209.0,1589,Pending,0,0,2022-01-10,Medium,kristin22@example.com,(794)816-1154x9201,65+,1
CUST-415759,Daniel Avila,52,Female,MA,Loweryland,Landscape architect,24865.0,685,Verified,0,0,2024-07-02,Low,tiffany74@example.net,680.276.0695x24810,46-65,0
CUST-746624,Samantha Garcia,43,Female,JO,Lake Kristinafurt,"Conservation officer, nature",28845.0,1248,Verified,0,0,2022-12-17,Medium,davidrice@example.org,(576)230-4882,26-45,0
CUST-782661,Erin Phillips,35,Female,GB,South Christina,Logistics and distribution manager,11864.0,2848,Verified,0,0,2018-07-31,Low,malonemichelle@example.net,+1-834-903-2573,26-45,0
CUST-354200,Jennifer Schultz,59,Female,US,Velasquezville,"Embryologist, clinical",24528.0,3219,Verified,0,0,2017-07-25,Medium,hoffmanvalerie@example.com,801-437-6009x50864,46-65,0
CUST-862538,William Johnson,77,Other,US,Lyonsbury,Furniture designer,22942.0,3268,Verified,0,0,2017-06-06,Low,daniel99@example.net,001-439-928-6899x5939,65+,0
CUST-261630,Javier Williams,72,Female,PK,Lake Calebland,Electrical engineer,9896.0,2450,Verified,0,0,2019-09-02,Medium,hnielsen@example.org,811.889.5723x803,65+,0
CUST-662986,Tracy Davis,28,Male,SG,Port Joseph,Logistics and distribution manager,28295.0,2694,Verified,0,0,2019-01-01,Medium,dholden@example.com,(212)787-7051x08040,26-45,0
CUST-934908,James Thompson,73,Male,IR,Lake Cody,Energy engineer,32615.0,1060,Verified,0,0,2023-06-23,High,brenda57@example.com,+1-325-946-9575,65+,0
CUST-717181,Elaine Diaz,82,Male,GB,Port Kevinland,Sports development officer,47010.0,101,Verified,0,0,2026-02-06,Low,anthonyrussell@example.com,+1-799-832-4257x0581,65+,0
CUST-577450,Brian Chen,44,Other,AU,New Karlamouth,Computer games developer,46058.0,1951,Verified,0,0,2021-01-13,Low,johnsonmichael@example.com,(423)646-4907,26-45,0
CUST-779445,Danielle Estrada,31,Other,SG,Port Jasmine,Chiropodist,8397.0,3034,Verified,0,0,2018-01-26,Medium,ewilson@example.org,609.213.6063x389,26-45,0
CUST-295440,Paul Jenkins,73,Female,VE,Port Madelinehaven,Community development worker,11424.0,2516,Expired,0,0,2019-06-28,Medium,yvetteperry@example.com,287-891-4991,65+,0
CUST-165602,Travis Schroeder,31,Other,UA,Harrismouth,TEFL teacher,31587.0,1336,Verified,0,0,2022-09-20,Medium,nnelson@example.com,452-870-7251x55310,26-45,0
CUST-715519,Bryan Rodriguez,32,Female,GB,Dawnshire,Environmental health practitioner,31560.0,1876,Verified,0,0,2021-03-29,Low,blackwelldanielle@example.net,+1-419-401-9854,26-45,0
CUST-350161,Judith Burns,57,Male,EG,Justinshire,Company secretary,31588.0,2841,Verified,0,0,2018-08-07,Medium,christina95@example.com,+1-923-437-7605x01606,46-65,0
CUST-281649,Dominique Shaw,39,Female,GB,Gregoryshire,Advertising copywriter,326737.0,767,Verified,0,0,2024-04-11,Low,patricia49@example.net,001-762-926-9296x19284,26-45,0
CUST-688861,Julie Kane,82,Other,AU,South Paulashire,Teaching laboratory technician,32847.0,2805,Verified,0,0,2018-09-12,Low,theath@example.org,+1-833-551-6991x249,65+,0
CUST-388204,Robin Pena,46,Other,GB,West Sean,Dentist,48771.0,3198,Verified,0,0,2017-08-15,Medium,herbertmartinez@example.net,772-691-1695,46-65,0
CUST-484682,Michelle Santos,23,Other,CA,Jamesfurt,Volunteer coordinator,42950.0,896,Rejected,0,0,2023-12-04,Low,parkerteresa@example.net,001-729-940-1963x814,18-25,1
CUST-956401,Krista Martin,29,Female,NL,Toniberg,"Optician, dispensing",34751.0,481,Pending,0,0,2025-01-22,High,fbooth@example.net,348-239-6567x641,26-45,1
CUST-922974,Trevor Weaver,44,Male,SG,West Michele,Passenger transport manager,17664.0,2336,Verified,0,0,2019-12-25,Low,wendycooper@example.com,662.289.9662,26-45,0
CUST-639403,Valerie Miller,30,Male,CH,Jeremyfort,Statistician,37469.0,3219,Verified,0,0,2017-07-25,Low,ggarcia@example.com,360-988-8511x2469,26-45,0
CUST-359579,Felicia Stevens,68,Female,MA,East Karenmouth,"Physicist, medical",12823.0,2591,Verified,0,0,2019-04-14,Low,mdavis@example.org,6523881877,65+,0
CUST-576782,Amy Cuevas,80,Female,DE,Sandrashire,Arboriculturist,18661.0,3560,Pending,0,0,2016-08-18,High,paulahammond@example.org,643.294.7220x4111,65+,1
CUST-517035,Kristin Taylor,45,Female,SG,Robinhaven,Drilling engineer,15681.0,2027,Verified,0,0,2020-10-29,Medium,ppayne@example.com,001-579-277-5068x46159,26-45,0
CUST-899281,Sandy Lowe,24,Male,IQ,Chavezburgh,Database administrator,23325.0,3211,Pending,0,0,2017-08-02,Medium,morsejames@example.net,nan,18-25,1
CUST-822040,Dr. Lori Padilla MD,34,Other,GB,East Jesushaven,Press sub,111330.0,3582,Expired,0,0,2016-07-27,Low,keith98@example.net,239.767.2517,26-45,0
CUST-755993,Elizabeth Jackson,57,Other,JP,North Karen,Science writer,5960.0,960,Verified,0,0,2023-10-01,Low,richardbeth@example.net,(479)810-3232x5867,46-65,0
CUST-109738,Pamela Myers,19,Other,GB,Williamchester,Print production planner,35610.0,494,Rejected,0,0,2025-01-09,Low,laurieoconnor@example.com,(257)884-1146x677,18-25,1
CUST-485416,Brittany Wood,56,Male,CA,Baileyburgh,"Teacher, primary school",7123.0,3332,Pending,0,0,2017-04-03,Medium,amandachristian@example.com,834.405.5896x844,46-65,1
CUST-468247,Roberto Miller,45,Other,JP,East Bridget,Hydrogeologist,15829.0,1687,Verified,0,0,2021-10-04,Low,emilyhoward@example.net,001-379-538-5804x299,26-45,0
CUST-550246,Jennifer Ramos,58,Male,US,Underwoodton,"Scientist, audiological",47205.0,2641,Verified,0,0,2019-02-23,Medium,rkramer@example.net,(646)871-8938x97833,46-65,0
CUST-416302,Matthew Anderson,44,Other,FR,Sharonchester,Land/geomatics surveyor,23040.0,773,Pending,0,0,2024-04-05,Medium,adrianadams@example.net,898-324-6308,26-45,1
CUST-653948,John Robinson,19,Female,CH,Stewartmouth,Engineering geologist,10358.0,541,Verified,0,0,2024-11-23,Medium,huynhjulia@example.org,801.518.8738,18-25,0
CUST-117500,Sandra Carter,26,Male,US,New Christopher,Proofreader,13350.0,164,Expired,0,0,2025-12-05,Low,andrew48@example.org,673-407-8113x8436,26-45,0
CUST-186431,Alexander Holmes,37,Female,AF,Williamsstad,"Teacher, early years/pre",35444.0,324,Verified,0,0,2025-06-28,Medium,estesamber@example.com,+1-212-616-1392x246,26-45,0
CUST-169326,Christopher Larson,57,Other,CA,Mannington,Equality and diversity officer,13210.0,3468,Verified,0,0,2016-11-18,Low,wanda55@example.com,214-582-3589,46-65,0
CUST-876636,Emily Beck,40,Male,SY,South Pamelaburgh,"Engineer, structural",25630.0,563,Pending,0,0,2024-11-01,High,martinezdebra@example.com,(754)993-1115,26-45,1
CUST-223791,Andrew Mitchell,21,Female,SG,Nelsonmouth,Interpreter,22740.0,1115,Verified,0,0,2023-04-29,Low,gregory93@example.net,+1-878-344-2330x6571,18-25,0
CUST-274987,Julie Allen,65,Male,US,South Christopher,Corporate investment banker,13959.0,422,Expired,0,0,2025-03-22,Medium,,396-614-1321x95567,46-65,0
CUST-481657,Robin Carr,67,Male,EG,Port Catherinefurt,Oncologist,98790.0,3513,Verified,0,0,2016-10-04,Medium,christophersanchez@example.org,001-697-204-6704x062,65+,0
CUST-966120,Brittany Rose,27,Other,CA,South Vickie,Statistician,34328.0,2057,Verified,0,0,2020-09-29,Medium,gregoryhannah@example.org,816-670-6491x950,26-45,0
CUST-396020,Brianna Carter,57,Female,AF,Alvarezland,Pathologist,5336.0,1871,Verified,0,0,2021-04-03,Medium,bethany37@example.net,+1-503-775-7688x0774,46-65,0
CUST-910143,Riley Collins,43,Other,NL,Fosterstad,Financial trader,25097.0,3115,Pending,0,0,2017-11-06,Medium,rodriguezpamela@example.com,(738)256-2078,26-45,1
CUST-451291,Michael Hicks,18,Other,CA,Michaelside,"Teacher, music",13859.0,3024,Pending,0,0,2018-02-05,Medium,shannon04@example.com,707-921-7884,18-25,1
CUST-393418,Nicholas Wood,29,Male,CH,Port Richard,"Therapist, sports",40002.0,3464,Verified,0,0,2016-11-22,Low,ihaynes@example.net,+1-604-933-5674,26-45,0
CUST-720647,Jorge Huff,25,Female,FR,Lake Jeffrey,"Surveyor, mining",12647.0,536,Verified,0,0,2024-11-28,Low,fjones@example.org,762.854.8010x51245,18-25,0
CUST-178315,Barry Johnson DDS,43,Male,SG,South Bradton,Writer,20326.0,2395,Verified,0,0,2019-10-27,Low,erica98@example.com,569.850.4834,26-45,0
CUST-423284,Maria Smith,77,Female,NL,Gillfurt,Learning mentor,31366.0,371,Verified,0,0,2025-05-12,Medium,joe04@example.org,7268564937,65+,0
CUST-360276,Edward Schroeder,63,Female,AU,Gardnerville,"Teacher, primary school",40377.0,2774,Verified,0,0,2018-10-13,Low,heathann@example.org,540.886.0296,46-65,0
CUST-206857,Christopher Brown,35,Male,SY,Jonesside,Theme park manager,9507.0,3402,Pending,0,0,2017-01-23,High,allenangela@example.com,001-895-405-4953x853,26-45,1
CUST-371393,Christine Lopez,27,Male,CH,Kevinbury,Volunteer coordinator,17428.0,810,Expired,0,0,2024-02-28,Low,woodwardthomas@example.com,752.747.0665x2105,26-45,0
CUST-554197,Holly Hayes,68,Female,VE,South Latoya,Public house manager,15796.0,2799,Verified,0,0,2018-09-18,Medium,vmartin@example.net,(421)204-3461,65+,0
CUST-357724,Michael Jenkins,55,Female,CA,West Jennifermouth,Automotive engineer,13942.0,2256,Verified,0,0,2020-03-14,Low,jerrywilliams@example.net,+1-904-661-5890,46-65,0
CUST-941134,Sarah Thomas,20,Female,SG,Browntown,Photographer,75797.0,1471,Verified,0,0,2022-05-08,Medium,vguerra@example.net,(500)277-5553x5972,18-25,0
CUST-329659,Melanie Jones,21,Female,PK,West Markhaven,Furniture designer,29245.0,1933,Verified,0,1,2021-01-31,High,monica38@example.net,765.553.5072x57553,18-25,0
CUST-955937,Marie Montes,25,Male,DE,New Jonathan,"Engineer, control and instrumentation",9112.0,3267,Verified,0,0,2017-06-07,Low,oparker@example.com,588.989.9613,18-25,0
CUST-720298,Michael Melendez,21,Other,JP,Lake Amy,"Psychologist, counselling",41877.0,2326,Verified,0,0,2020-01-04,Low,jchase@example.net,539-307-9207x1970,18-25,0
CUST-730889,Bryan Bauer,46,Male,DE,New Sydneyton,Product/process development scientist,97295.0,3,Verified,0,0,2026-05-15,Low,chughes@example.org,(734)792-7187x0839,46-65,0
CUST-122977,Nicole Stone,36,Other,JP,Pachecoside,Nature conservation officer,45375.0,581,Pending,0,0,2024-10-14,Medium,peterdavis@example.com,(455)475-5397,26-45,1
CUST-416423,Devon Carroll,59,Male,CH,West Kyle,"Producer, radio",7604.0,3000,Expired,0,0,2018-03-01,Low,catkinson@example.net,001-593-934-8521x37033,46-65,0
CUST-925220,Stephanie Combs,63,Male,FR,Guerreromouth,TEFL teacher,15694.0,3337,Verified,0,0,2017-03-29,Low,melaniepeterson@example.org,nan,46-65,0
CUST-992083,Samuel Patterson,22,Male,FR,Katrinabury,"Designer, ceramics/pottery",53467.0,3313,Rejected,0,0,2017-04-22,Low,hendricksanna@example.org,364-415-3469,18-25,1
CUST-276042,Randy Williams,29,Other,FR,Lake Lindsayborough,"Therapist, drama",13421.0,2988,Expired,0,0,2018-03-13,Low,ramirezchristopher@example.net,+1-589-624-6730,26-45,0
CUST-150486,Adam Mills,67,Female,JP,Kellyton,Quality manager,30051.0,682,Expired,0,0,2024-07-05,Medium,nicole04@example.com,6137956311,65+,0
CUST-895075,Joshua Jordan,46,Male,AU,Sethville,Charity fundraiser,37882.0,3274,Pending,0,0,2017-05-31,Medium,jenniferbeard@example.net,716.331.1090,46-65,1
CUST-673619,James Rodriguez,29,Female,DE,Lake Matthew,Biomedical engineer,11512.0,2514,Expired,0,0,2019-06-30,Low,darrell75@example.org,(847)216-1993x5193,26-45,0
CUST-299212,Karina Clark,70,Other,DE,Gordonton,Animator,21127.0,2990,Verified,0,0,2018-03-11,Low,zacharygrant@example.com,8035561949,65+,0
CUST-478356,Brooke Allen,18,Female,AF,Fieldsville,"Teacher, primary school",2278.0,3375,Verified,0,0,2017-02-19,Low,fieldsjudith@example.com,926-354-1569x7475,18-25,0
CUST-221119,Amanda Johnson,57,Female,AU,East Mary,"Copywriter, advertising",10752.0,2708,Verified,0,0,2018-12-18,Low,toddoneal@example.net,001-894-911-6075x547,46-65,0
CUST-587648,Michael Trevino,51,Male,SG,North Justin,"Presenter, broadcasting",18457.0,2312,Verified,0,0,2020-01-18,Low,katie77@example.com,(626)851-4335x39225,46-65,0
CUST-338564,Mrs. Beth Brennan,25,Female,SG,Larrymouth,Paediatric nurse,9196.0,1715,Rejected,0,0,2021-09-06,Medium,jasonmarsh@example.com,001-206-685-8525x27937,18-25,1
CUST-849003,Tyler Beard,22,Other,DE,New Mark,Chiropodist,69057.0,2117,Pending,0,0,2020-07-31,Medium,ujensen@example.org,+1-576-412-2567x1605,18-25,1
CUST-322182,William Campbell,42,Male,NG,East Christopher,Radio producer,8094.0,321,Rejected,0,1,2025-07-01,High,masseykevin@example.net,448.213.5062x214,26-45,1
CUST-946561,Jessica Castillo,26,Male,CA,South Suzanne,Brewing technologist,16187.0,1628,Verified,0,0,2021-12-02,Low,hendersoncrystal@example.com,001-771-658-4146,26-45,0
CUST-534574,Elizabeth Hill,37,Male,DE,Holtmouth,"Investment banker, corporate",24137.0,2387,Pending,0,0,2019-11-04,Medium,williamwilson@example.net,914.237.6802,26-45,1
CUST-376967,Brian James,67,Other,AU,Davismouth,"Engineer, communications",60408.0,2495,Verified,0,0,2019-07-19,Medium,oallen@example.com,(618)645-3695x1037,65+,0
CUST-447596,Michael Hernandez,48,Male,JP,Jilliantown,"Restaurant manager, fast food",8061.0,1101,Expired,0,0,2023-05-13,Low,jonesjuan@example.com,743-650-5466x94075,46-65,0
CUST-339030,Dr. Jacob Franco,35,Female,CH,Lisaborough,Product/process development scientist,49722.0,1815,Pending,0,0,2021-05-29,Medium,laurensmall@example.net,001-794-330-3531x2389,26-45,1
CUST-896386,Carolyn Thompson,84,Female,SG,New Patrickmouth,"Lecturer, further education",22184.0,2111,Pending,0,0,2020-08-06,High,christina98@example.org,382.754.1313,65+,1
CUST-302127,Kelly Anderson,43,Male,US,Lake Tammybury,Scientific laboratory technician,11080.0,1870,Verified,0,0,2021-04-04,Low,ssimpson@example.net,5368732738,26-45,0
CUST-132047,Dennis Valentine,48,Female,AU,North Nathanland,Hydrologist,30438.0,1828,Verified,0,0,2021-05-16,Low,ngonzalez@example.net,+1-405-679-0441,46-65,0
CUST-194782,Samuel Baker,54,Male,CA,Port Scottport,"Engineer, maintenance",25319.0,668,Expired,0,0,2024-07-19,Low,shannonnguyen@example.org,(464)777-0257,46-65,0
CUST-121026,Sharon Foster,19,Female,NL,Lake Jessicaland,Field seismologist,14470.0,2652,Verified,0,0,2019-02-12,Medium,whitemindy@example.com,330-466-8613,18-25,0
CUST-544393,Laura Rush,66,Female,AU,Donnaton,Petroleum engineer,23129.0,894,Verified,0,0,2023-12-06,Low,jimenezcorey@example.org,nan,65+,0
CUST-980152,Paige Martin,65,Other,FR,Port Jared,Senior tax professional/tax inspector,16819.0,2495,Verified,0,0,2019-07-19,Low,smithtracy@example.org,(353)936-4392x68833,46-65,0
CUST-845635,Kyle Hughes,56,Male,MA,Lake Margaret,Planning and development surveyor,,3136,Verified,0,0,2017-10-16,Medium,,nan,46-65,0
CUST-409963,Amanda Smith,51,Female,CA,Josephland,Planning and development surveyor,35013.0,3018,Verified,0,0,2018-02-11,Low,morrisrebecca@example.org,(567)968-5489x979,46-65,0
CUST-598844,Jimmy Johnson,63,Other,GB,Robinsonbury,"Psychotherapist, child",66850.0,697,Pending,0,0,2024-06-20,Medium,rodrigueztiffany@example.org,+1-799-670-5352x7394,46-65,1
CUST-291961,Jaclyn Williams,60,Other,AF,South Coreyport,Statistician,9260.0,1456,Verified,0,0,2022-05-23,Medium,gcunningham@example.net,001-982-934-1628x5663,46-65,0
CUST-156284,Christopher Orr,27,Female,NL,South Nancyberg,"Surveyor, hydrographic",98039.0,2050,Verified,0,0,2020-10-06,Low,aimee00@example.org,995-460-1765x557,26-45,0
CUST-529068,Savannah Ware,76,Male,GB,Bethanyville,Press sub,5616.0,2932,Verified,0,0,2018-05-08,Low,bhumphrey@example.com,001-970-980-6069x4993,65+,0
CUST-911117,Katie Smith,39,Other,SG,Port Kevinport,Secretary/administrator,19806.0,2006,Pending,0,0,2020-11-19,High,jimenezjason@example.net,309.955.0048x0538,26-45,1
CUST-139557,Sandra Thomas,43,Other,CA,Wolfhaven,Animal nutritionist,33250.0,58,Expired,0,0,2026-03-21,Low,pattonnicole@example.net,001-485-309-8213x2336,26-45,0
CUST-461076,Lisa Schneider,57,Male,IQ,West Justinchester,Interior and spatial designer,26814.0,2062,Verified,0,0,2020-09-24,Medium,brett35@example.net,001-670-221-7359x26281,46-65,0
CUST-554730,Michael Odom,35,Female,CH,Laurenside,Chief Operating Officer,14244.0,2008,Verified,0,0,2020-11-17,Low,,244-586-2744,26-45,0
CUST-213365,MELISSA SANDERS,20,Male,JP,Port Matthewtown,"Psychologist, sport and exercise",15598.0,1708,Verified,0,0,2021-09-13,Low,jameshickman@example.net,001-526-932-7539x22694,18-25,0
CUST-205885,Sean Parker,84,Female,FR,Port Andrew,Oncologist,14580.0,2871,Verified,0,0,2018-07-08,Medium,boonejason@example.net,001-735-956-9095x3753,65+,0
CUST-309452,Jacob Reynolds,51,Other,CH,Lake Teresahaven,Medical secretary,39923.0,1467,Pending,0,0,2022-05-12,High,natasha17@example.com,+1-328-522-3739,46-65,1
CUST-113368,Jordan Taylor,29,Male,SG,East Amy,Food technologist,28280.0,2741,Verified,0,0,2018-11-15,Low,rebecca54@example.com,3374609586,26-45,0
CUST-410401,Christopher Price,51,Female,NG,Torresport,"Nurse, children's",13561.0,3331,Verified,0,0,2017-04-04,Medium,smithjoshua@example.net,(202)384-1590x3480,46-65,0
CUST-110142,Sandra Robertson,35,Other,FR,Dodsonville,Historic buildings inspector/conservation officer,41345.0,1347,Verified,0,0,2022-09-09,Low,santiagolisa@example.com,955.799.4165,26-45,0
CUST-578715,Timothy Collins,52,Female,JP,North Tara,Psychiatric nurse,27312.0,1959,Pending,0,0,2021-01-05,Medium,jonespeter@example.net,4012303636,46-65,1
CUST-208751,Troy Holmes,71,Other,AU,Hamiltonmouth,Public affairs consultant,38909.0,2331,Verified,0,0,2019-12-30,Low,amanda25@example.org,001-253-427-3941x5448,65+,0
CUST-237002,Luis Shaw,79,Female,JO,South Williamfurt,"Teacher, special educational needs",34225.0,1685,Verified,0,0,2021-10-06,Low,zmartinez@example.net,(236)606-1674,65+,0
CUST-692458,Jasmine Ross,46,Other,NL,New Robert,"Restaurant manager, fast food",12328.0,2127,Verified,0,0,2020-07-21,Low,tanya56@example.com,591.993.5541x81855,46-65,0
CUST-966582,Alexandra Davis,24,Male,FR,North Shelby,Legal executive,14881.0,643,Verified,0,0,2024-08-13,Low,jacob32@example.com,877-977-1496,18-25,0
CUST-152796,Ann Werner,82,Male,DE,Elizabethchester,Gaffer,37164.0,1551,Verified,0,0,2022-02-17,Medium,whitejulie@example.org,315.372.8652x449,65+,0
CUST-621533,Renee Green,20,Male,CA,Leechester,Professor Emeritus,33767.0,147,Verified,0,0,2025-12-22,Medium,amber99@example.com,711.806.1946x552,18-25,0
CUST-786393,Jessica Dean,76,Female,CA,Ianview,Transport planner,21706.0,223,Pending,0,0,2025-10-07,High,melissareilly@example.org,001-700-457-6246x985,65+,1
CUST-790917,Kristi Reyes,46,Male,GB,Davisside,Theatre stage manager,23911.0,3400,Verified,0,0,2017-01-25,Low,colinlopez@example.com,875.450.7334x65511,46-65,0
CUST-851678,Joseph Buchanan,70,Male,US,Patriciaberg,"Surveyor, quantity",53871.0,803,Verified,0,0,2024-03-06,Low,jonathandillon@example.com,387-594-4873x380,65+,0
CUST-148759,Zachary Cortez,33,Female,AU,West Adam,Charity fundraiser,14558.0,2414,Rejected,0,0,2019-10-08,Medium,coryhunt@example.org,733.272.4365,26-45,1
CUST-633025,Jennifer Mcintosh,40,Other,DE,Floreshaven,"Geologist, engineering",32304.0,2993,Pending,0,0,2018-03-08,High,victoriascott@example.com,(527)885-8215x5981,26-45,1
CUST-899407,Kimberly Gonzalez,49,Female,CA,Frostborough,Clinical psychologist,19119.0,1405,Rejected,0,0,2022-07-13,Low,christopher91@example.com,001-323-742-4546x84548,46-65,1
CUST-674416,Eric Park,58,Other,JP,Port Jessicastad,Technical author,18913.0,2268,Verified,0,0,2020-03-02,Low,patricia17@example.com,(695)946-2132,46-65,0
